,county_fips_code,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,mask_at_times
960,20145,0.053,0.096,0.137,0.217,0.497,0.366
961,20147,0.15,0.244,0.126,0.19,0.29,0.569
962,20149,0.012,0.057,0.145,0.236,0.55,0.305
963,20151,0.02,0.183,0.101,0.309,0.387,0.512
964,20153,0.128,0.174,0.209,0.22,0.268,0.522
965,20155,0.135,0.077,0.143,0.191,0.454,0.403
966,20157,0.183,0.073,0.076,0.295,0.373,0.551
967,20159,0.153,0.086,0.11,0.241,0.41,0.48
968,20161,0.03,0.05,0.124,0.261,0.535,0.341
969,20163,0.179,0.22,0.218,0.123,0.26,0.522
970,20165,0.11,0.122,0.182,0.183,0.403,0.415
971,20167,0.16,0.174,0.174,0.157,0.335,0.491
972,20169,0.126,0.133,0.175,0.209,0.357,0.468
973,20171,0.197,0.09,0.19,0.21,0.313,0.497
974,20173,0.06,0.055,0.126,0.26,0.499,0.375
975,20175,0.138,0.14,0.092,0.226,0.403,0.504
976,20177,0.009,0.078,0.095,0.184,0.633,0.271
977,20179,0.231,0.112,0.236,0.154,0.267,0.497
978,20181,0.1,0.27,0.159,0.24,0.231,0.569
979,20183,0.142,0.257,0.088,0.195,0.319,0.569
980,20185,0.041,0.125,0.109,0.252,0.472,0.418
981,20187,0.127,0.098,0.172,0.216,0.388,0.441
982,20189,0.122,0.132,0.112,0.225,0.408,0.479
983,20191,0.104,0.039,0.115,0.298,0.444,0.441
984,20193,0.188,0.157,0.208,0.184,0.263,0.529
985,20195,0.203,0.115,0.256,0.137,0.291,0.455
986,20197,0.011,0.077,0.12,0.201,0.591,0.289
987,20199,0.128,0.21,0.154,0.246,0.262,0.569
988,20201,0.148,0.075,0.111,0.234,0.432,0.457
989,20203,0.173,0.112,0.184,0.219,0.313,0.504
990,20205,0.125,0.148,0.145,0.184,0.398,0.457
991,20207,0.092,0.175,0.171,0.247,0.314,0.514
992,20209,0.025,0.056,0.076,0.178,0.665,0.259
993,21001,0.076,0.115,0.167,0.243,0.399,0.434
994,21003,0.101,0.072,0.097,0.211,0.519,0.384
995,21005,0.062,0.01,0.044,0.483,0.401,0.555
996,21007,0.107,0.033,0.198,0.257,0.404,0.397
997,21009,0.053,0.093,0.09,0.176,0.588,0.322
998,21011,0.076,0.058,0.084,0.339,0.443,0.473
999,21013,0.146,0.094,0.12,0.199,0.44,0.439
1000,21015,0.08,0.087,0.081,0.232,0.52,0.399
1001,21017,0.024,0.037,0.042,0.129,0.769,0.19
1002,21019,0.084,0.125,0.202,0.235,0.354,0.444
1003,21021,0.092,0.037,0.112,0.161,0.598,0.29
1004,21023,0.056,0.249,0.065,0.238,0.392,0.543
1005,21025,0.114,0.081,0.126,0.241,0.438,0.436
1006,21027,0.023,0.146,0.177,0.138,0.517,0.307
1007,21029,0.037,0.091,0.156,0.181,0.535,0.309
1008,21031,0.066,0.097,0.133,0.17,0.535,0.333
1009,21033,0.059,0.067,0.26,0.177,0.438,0.303
1010,21035,0.066,0.084,0.248,0.17,0.432,0.32
1011,21037,0.073,0.085,0.134,0.278,0.43,0.436
1012,21039,0.104,0.045,0.188,0.236,0.428,0.385
1013,21041,0.155,0.171,0.12,0.208,0.346,0.534
1014,21043,0.069,0.102,0.122,0.324,0.383,0.495
1015,21045,0.164,0.076,0.161,0.154,0.444,0.394
1016,21047,0.06,0.118,0.178,0.279,0.365,0.457
1017,21049,0.083,0.093,0.11,0.233,0.48,0.409
1018,21051,0.153,0.082,0.165,0.16,0.44,0.395
1019,21053,0.096,0.115,0.248,0.165,0.375,0.376
1020,21055,0.121,0.117,0.29,0.153,0.319,0.391
1021,21057,0.067,0.106,0.224,0.229,0.374,0.402
1022,21059,0.055,0.057,0.122,0.236,0.531,0.348
1023,21061,0.055,0.057,0.086,0.179,0.624,0.291
1024,21063,0.117,0.1,0.051,0.289,0.443,0.506
1025,21065,0.082,0.151,0.09,0.275,0.402,0.508
1026,21067,0.031,0.051,0.066,0.202,0.65,0.284
1027,21069,0.068,0.069,0.075,0.287,0.502,0.424
1028,21071,0.131,0.066,0.129,0.134,0.54,0.331
1029,21073,0.088,0.036,0.142,0.214,0.521,0.338
1030,21075,0.1,0.102,0.202,0.217,0.38,0.419
1031,21077,0.076,0.048,0.198,0.211,0.466,0.335
1032,21079,0.077,0.043,0.063,0.276,0.54,0.396
1033,21081,0.047,0.056,0.183,0.106,0.608,0.209
1034,21083,0.103,0.069,0.266,0.222,0.34,0.394
1035,21085,0.043,0.042,0.134,0.154,0.627,0.239
1036,21087,0.063,0.076,0.127,0.247,0.488,0.386
1037,21089,0.092,0.101,0.236,0.228,0.342,0.421
1038,21091,0.019,0.08,0.121,0.235,0.546,0.334
1039,21093,0.057,0.062,0.106,0.217,0.558,0.336
1040,21095,0.076,0.093,0.098,0.126,0.606,0.295
1041,21097,0.073,0.044,0.031,0.047,0.804,0.164
1042,21099,0.053,0.034,0.118,0.185,0.61,0.272
1043,21101,0.072,0.061,0.136,0.229,0.501,0.362
1044,21103,0.093,0.082,0.174,0.254,0.398,0.429
1045,21105,0.097,0.065,0.221,0.202,0.415,0.364
1046,21107,0.04,0.067,0.174,0.217,0.502,0.324
1047,21109,0.183,0.068,0.092,0.235,0.421,0.486
1048,21111,0.036,0.048,0.083,0.23,0.602,0.314
1049,21113,0.022,0.036,0.104,0.21,0.628,0.268
1050,21115,0.102,0.053,0.106,0.127,0.612,0.282
1051,21117,0.052,0.056,0.146,0.245,0.5,0.353
1052,21119,0.157,0.073,0.13,0.142,0.497,0.372
1053,21121,0.187,0.073,0.103,0.165,0.471,0.425
1054,21123,0.074,0.053,0.09,0.213,0.57,0.34
1055,21125,0.201,0.047,0.083,0.152,0.517,0.4
1056,21127,0.155,0.091,0.151,0.125,0.479,0.371
1057,21129,0.129,0.069,0.129,0.273,0.399,0.471
1058,21131,0.094,0.103,0.142,0.174,0.487,0.371
1059,21133,0.078,0.05,0.127,0.122,0.624,0.25
1060,21135,0.057,0.081,0.21,0.296,0.357,0.434
1061,21137,0.172,0.054,0.093,0.172,0.509,0.398
1062,21139,0.08,0.1,0.29,0.191,0.339,0.371
1063,21141,0.099,0.1,0.08,0.198,0.523,0.397
1064,21143,0.052,0.11,0.316,0.138,0.384,0.3
1065,21145,0.085,0.058,0.232,0.255,0.37,0.398
1066,21147,0.096,0.116,0.143,0.203,0.441,0.415
1067,21149,0.081,0.105,0.107,0.249,0.459,0.435
1068,21151,0.088,0.094,0.114,0.233,0.471,0.415
1069,21153,0.107,0.078,0.111,0.164,0.54,0.349
1070,21155,0.046,0.082,0.074,0.144,0.654,0.272
1071,21157,0.061,0.083,0.28,0.18,0.395,0.324
1072,21159,0.108,0.055,0.096,0.104,0.637,0.267
1073,21161,0.056,0.119,0.061,0.284,0.479,0.459
1074,21163,0.018,0.154,0.115,0.154,0.559,0.326
1075,21165,0.161,0.088,0.067,0.215,0.468,0.464
1076,21167,0.047,0.012,0.178,0.195,0.567,0.254
1077,21169,0.048,0.109,0.134,0.222,0.487,0.379
1078,21171,0.082,0.134,0.185,0.15,0.448,0.366
1079,21173,0.03,0.041,0.085,0.392,0.452,0.463
1080,21175,0.133,0.116,0.071,0.182,0.498,0.431
1081,21177,0.035,0.154,0.123,0.2,0.488,0.389
1082,21179,0.033,0.106,0.068,0.244,0.548,0.383
1083,21181,0.023,0.025,0.09,0.271,0.591,0.319
1084,21183,0.064,0.145,0.109,0.19,0.492,0.399
1085,21185,0.025,0.039,0.098,0.278,0.56,0.342
1086,21187,0.091,0.039,0.114,0.198,0.558,0.328
1087,21189,0.121,0.058,0.157,0.282,0.382,0.461
1088,21191,0.035,0.121,0.103,0.129,0.613,0.285
1089,21193,0.123,0.093,0.111,0.171,0.502,0.387
1090,21195,0.096,0.088,0.123,0.148,0.545,0.332
1091,21197,0.112,0.099,0.102,0.232,0.455,0.443
1092,21199,0.13,0.123,0.096,0.164,0.487,0.417
1093,21201,0.048,0.123,0.039,0.204,0.586,0.375
1094,21203,0.215,0.079,0.075,0.157,0.474,0.451
1095,21205,0.159,0.097,0.047,0.231,0.467,0.487
1096,21207,0.096,0.138,0.195,0.206,0.365,0.44
1097,21209,0.04,0.044,0.076,0.081,0.759,0.165
1098,21211,0.092,0.107,0.054,0.261,0.487,0.46
1099,21213,0.137,0.066,0.162,0.208,0.426,0.411
1100,21215,0.032,0.058,0.047,0.41,0.453,0.5
1101,21217,0.073,0.073,0.111,0.21,0.533,0.356
1102,21219,0.058,0.147,0.135,0.266,0.394,0.471
1103,21221,0.066,0.053,0.131,0.152,0.597,0.271
1104,21223,0.134,0.172,0.135,0.217,0.342,0.523
1105,21225,0.211,0.079,0.229,0.172,0.309,0.462
1106,21227,0.076,0.067,0.063,0.185,0.609,0.328
1107,21229,0.035,0.066,0.116,0.221,0.562,0.322
1108,21231,0.102,0.151,0.16,0.169,0.417,0.422
1109,21233,0.088,0.084,0.167,0.21,0.451,0.382
1110,21235,0.176,0.062,0.113,0.174,0.476,0.412
1111,21237,0.14,0.095,0.114,0.203,0.448,0.438
1112,21239,0.042,0.017,0.049,0.193,0.698,0.252
1113,22001,0.122,0.111,0.138,0.265,0.362,0.498
1114,22003,0.196,0.07,0.118,0.2,0.416,0.466
1115,22005,0.049,0.092,0.142,0.148,0.569,0.289
1116,22007,0.079,0.034,0.213,0.206,0.468,0.319
1117,22009,0.13,0.092,0.073,0.246,0.459,0.468
1118,22011,0.086,0.069,0.169,0.191,0.486,0.346
1119,22013,0.078,0.052,0.17,0.291,0.409,0.421
1120,22015,0.068,0.096,0.144,0.225,0.468,0.389
1121,22017,0.058,0.079,0.158,0.209,0.497,0.346
1122,22019,0.102,0.139,0.077,0.212,0.471,0.453
1123,22021,0.102,0.061,0.098,0.241,0.498,0.404
1124,22023,0.089,0.127,0.079,0.201,0.505,0.417
1125,22025,0.11,0.056,0.086,0.147,0.6,0.313
1126,22027,0.146,0.068,0.04,0.273,0.473,0.487
1127,22029,0.11,0.104,0.112,0.095,0.579,0.309
1128,22031,0.035,0.075,0.132,0.162,0.596,0.272
1129,22033,0.052,0.031,0.09,0.183,0.642,0.266
1130,22035,0.022,0.046,0.121,0.137,0.674,0.205
1131,22037,0.067,0.053,0.095,0.366,0.42,0.486
1132,22039,0.215,0.077,0.111,0.211,0.387,0.503
1133,22041,0.123,0.054,0.102,0.156,0.565,0.333
1134,22043,0.086,0.041,0.109,0.229,0.535,0.356
1135,22045,0.112,0.084,0.085,0.253,0.467,0.449
1136,22047,0.061,0.021,0.084,0.19,0.644,0.272
1137,22049,0.116,0.083,0.127,0.29,0.383,0.489
1138,22051,0.044,0.031,0.066,0.174,0.685,0.249
1139,22053,0.249,0.111,0.09,0.196,0.354,0.556
1140,22055,0.062,0.083,0.105,0.217,0.533,0.362
1141,22057,0.078,0.039,0.159,0.151,0.573,0.268
1142,22059,0.082,0.035,0.089,0.223,0.571,0.34
1143,22061,0.102,0.08,0.111,0.29,0.417,0.472
1144,22063,0.06,0.043,0.144,0.29,0.463,0.393
1145,22065,0.034,0.068,0.109,0.172,0.617,0.274
1146,22067,0.039,0.105,0.124,0.166,0.566,0.31
1147,22069,0.096,0.063,0.113,0.167,0.561,0.326
1148,22071,0.019,0.034,0.087,0.206,0.654,0.259
1149,22073,0.076,0.098,0.121,0.229,0.476,0.403
1150,22075,0.065,0.035,0.165,0.222,0.513,0.322
1151,22077,0.044,0.082,0.068,0.198,0.608,0.324
1152,22079,0.106,0.046,0.087,0.236,0.524,0.388
1153,22081,0.068,0.081,0.135,0.189,0.527,0.338
1154,22083,0.066,0.08,0.126,0.194,0.534,0.34
1155,22085,0.098,0.08,0.113,0.145,0.564,0.323
1156,22087,0.035,0.075,0.136,0.23,0.524,0.34
1157,22089,0.093,0.048,0.027,0.165,0.667,0.306
1158,22091,0.064,0.126,0.138,0.237,0.434,0.427
1159,22093,0.034,0.099,0.202,0.061,0.603,0.194
1160,22095,0.096,0.059,0.19,0.079,0.577,0.234
1161,22097,0.064,0.105,0.117,0.199,0.515,0.368
1162,22099,0.069,0.11,0.096,0.178,0.548,0.357
1163,22101,0.066,0.02,0.179,0.28,0.454,0.366
1164,22103,0.031,0.073,0.074,0.211,0.611,0.315
1165,22105,0.066,0.072,0.103,0.193,0.566,0.331
1166,22107,0.081,0.064,0.097,0.134,0.625,0.279
1167,22109,0.068,0.052,0.14,0.221,0.519,0.341
1168,22111,0.071,0.142,0.106,0.244,0.436,0.457
1169,22113,0.076,0.088,0.115,0.271,0.449,0.435
1170,22115,0.092,0.066,0.145,0.244,0.453,0.402
1171,22117,0.103,0.046,0.148,0.242,0.461,0.391
1172,22119,0.134,0.044,0.063,0.265,0.494,0.443
1173,22121,0.044,0.04,0.07,0.197,0.649,0.281
1174,22123,0.022,0.063,0.124,0.114,0.677,0.199
1175,22125,0.072,0.13,0.037,0.265,0.496,0.467
1176,22127,0.086,0.106,0.13,0.236,0.443,0.428
1177,23001,0.083,0.099,0.041,0.199,0.577,0.381
1178,23003,0.143,0.047,0.12,0.243,0.447,0.433
1179,23005,0.05,0.053,0.046,0.182,0.669,0.285
1180,23007,0.006,0.063,0.191,0.161,0.579,0.23
1181,23009,0.034,0.052,0.118,0.202,0.594,0.288
1182,23011,0.016,0.074,0.125,0.245,0.54,0.335
1183,23013,0.007,0.01,0.111,0.248,0.625,0.265
1184,23015,0.031,0.014,0.065,0.204,0.688,0.249
1185,23017,0.069,0.065,0.064,0.213,0.589,0.347
1186,23019,0.038,0.071,0.085,0.189,0.617,0.298
1187,23021,0.062,0.146,0.123,0.189,0.479,0.397
1188,23023,0.061,0.026,0.033,0.216,0.664,0.303
1189,23025,0.035,0.095,0.142,0.17,0.558,0.3
1190,23027,0.023,0.06,0.15,0.182,0.585,0.265
1191,23029,0.026,0.032,0.126,0.204,0.612,0.262
1192,23031,0.076,0.036,0.061,0.173,0.655,0.285
1193,24001,0.007,0.01,0.035,0.213,0.736,0.23
1194,24003,0.018,0.022,0.067,0.154,0.739,0.194
1195,24005,0.013,0.024,0.043,0.142,0.777,0.179
1196,24009,0.049,0.049,0.071,0.11,0.72,0.208
1197,24011,0.009,0.019,0.033,0.168,0.77,0.196
1198,24013,0.014,0.008,0.062,0.17,0.746,0.192
1199,24015,0.009,0.018,0.054,0.182,0.738,0.209
1200,24017,0.035,0.034,0.107,0.157,0.667,0.226
1201,24019,0.02,0.006,0.011,0.119,0.844,0.145
1202,24021,0.028,0.036,0.062,0.113,0.762,0.177
1203,24023,0.077,0.008,0.04,0.305,0.571,0.39
1204,24025,0.008,0.009,0.037,0.168,0.778,0.185
1205,24027,0.024,0.015,0.067,0.17,0.723,0.209
1206,24029,0.005,0.014,0.06,0.207,0.714,0.226
1207,24031,0.025,0.029,0.041,0.128,0.777,0.182
1208,24033,0.087,0.034,0.064,0.094,0.72,0.215
1209,24035,0.002,0.042,0.041,0.309,0.605,0.353
1210,24037,0.04,0.009,0.036,0.152,0.763,0.201
1211,24039,0.004,0.01,0.047,0.128,0.812,0.142
1212,24041,0.012,0.012,0.006,0.127,0.843,0.151
1213,24043,0.031,0.047,0.085,0.194,0.642,0.272
1214,24045,0.006,0.011,0.063,0.116,0.804,0.133
1215,24047,0.003,0.004,0.042,0.11,0.842,0.117
1216,24510,0.024,0.032,0.063,0.148,0.733,0.204
1217,25001,0.019,0.007,0.026,0.109,0.839,0.135
1218,25003,0.03,0.004,0.049,0.082,0.834,0.116
1219,25005,0.016,0.02,0.056,0.161,0.747,0.197
1220,25007,0.006,0.01,0.037,0.16,0.786,0.176
1221,25009,0.023,0.01,0.047,0.131,0.788,0.164
1222,25011,0.043,0.011,0.028,0.156,0.762,0.21
1223,25013,0.013,0.017,0.055,0.13,0.786,0.16
1224,25015,0.011,0.006,0.017,0.109,0.857,0.126
1225,25017,0.023,0.011,0.041,0.127,0.798,0.161
1226,25019,0.015,0.003,0.034,0.156,0.792,0.174
1227,25021,0.02,0.015,0.035,0.125,0.805,0.16
1228,25023,0.014,0.017,0.045,0.112,0.812,0.143
1229,25025,0.02,0.007,0.049,0.136,0.788,0.163
1230,25027,0.02,0.027,0.043,0.142,0.768,0.189
1231,26001,0.065,0.046,0.133,0.18,0.576,0.291
1232,26003,0.025,0.034,0.118,0.229,0.595,0.288
1233,26005,0.05,0.035,0.133,0.283,0.5,0.368
1234,26007,0.025,0.04,0.144,0.18,0.612,0.245
1235,26009,0.027,0.042,0.088,0.218,0.625,0.287
1236,26011,0.052,0.136,0.076,0.252,0.484,0.44
1237,26013,0.012,0.063,0.109,0.257,0.558,0.332
1238,26015,0.043,0.121,0.121,0.211,0.504,0.375
1239,26017,0.014,0.055,0.103,0.202,0.627,0.271
1240,26019,0.01,0.049,0.062,0.164,0.715,0.223
1241,26021,0.039,0.037,0.122,0.247,0.555,0.323
1242,26023,0.072,0.091,0.205,0.234,0.399,0.397
1243,26025,0.063,0.121,0.078,0.178,0.559,0.362
1244,26027,0.046,0.076,0.123,0.274,0.48,0.396
1245,26029,0.027,0.057,0.085,0.205,0.626,0.289
1246,26031,0.027,0.052,0.086,0.252,0.584,0.331
1247,26033,0.03,0.022,0.068,0.287,0.593,0.339
1248,26035,0.05,0.026,0.102,0.308,0.514,0.384
1249,26037,0.033,0.056,0.046,0.263,0.603,0.352
1250,26039,0.043,0.05,0.061,0.181,0.666,0.274
1251,26041,0.058,0.023,0.17,0.217,0.532,0.298
1252,26043,0.043,0.065,0.127,0.249,0.516,0.357
1253,26045,0.047,0.039,0.147,0.247,0.52,0.333
1254,26047,0.025,0.062,0.075,0.219,0.618,0.306
1255,26049,0.032,0.043,0.104,0.288,0.533,0.363
1256,26051,0.025,0.024,0.109,0.338,0.503,0.387
1257,26053,0.039,0.064,0.139,0.257,0.501,0.36
1258,26055,0.004,0.041,0.082,0.2,0.672,0.245
1259,26057,0.057,0.074,0.105,0.169,0.596,0.3
1260,26059,0.135,0.075,0.119,0.247,0.424,0.457
1261,26061,0.008,0.078,0.129,0.281,0.505,0.367
1262,26063,0.08,0.072,0.032,0.271,0.544,0.423
1263,26065,0.062,0.03,0.076,0.237,0.595,0.329
1264,26067,0.035,0.203,0.139,0.229,0.394,0.467
1265,26069,0.1,0.084,0.099,0.206,0.511,0.39
1266,26071,0.046,0.068,0.126,0.227,0.533,0.341
1267,26073,0.096,0.057,0.112,0.191,0.544,0.344
1268,26075,0.11,0.08,0.133,0.166,0.511,0.356
1269,26077,0.02,0.059,0.062,0.167,0.693,0.246
1270,26079,0.018,0.037,0.07,0.228,0.646,0.283
1271,26081,0.019,0.061,0.063,0.215,0.641,0.295
1272,26083,0.006,0.071,0.129,0.277,0.518,0.354
1273,26085,0.052,0.122,0.073,0.204,0.548,0.378
1274,26087,0.036,0.105,0.104,0.133,0.622,0.274
1275,26089,0.003,0.038,0.092,0.203,0.663,0.244
1276,26091,0.018,0.027,0.083,0.26,0.612,0.305
1277,26093,0.042,0.021,0.052,0.198,0.687,0.261
1278,26095,0.028,0.03,0.088,0.237,0.617,0.295
1279,26097,0.032,0.04,0.073,0.256,0.599,0.328
1280,26099,0.034,0.043,0.09,0.145,0.688,0.222
1281,26101,0.035,0.05,0.087,0.121,0.707,0.206
1282,26103,0.016,0.045,0.11,0.251,0.578,0.312
1283,26105,0.046,0.054,0.199,0.14,0.561,0.24
1284,26107,0.091,0.104,0.087,0.243,0.475,0.438
1285,26109,0.059,0.073,0.068,0.253,0.547,0.385
1286,26111,0.031,0.03,0.098,0.214,0.626,0.275
1287,26113,0.025,0.036,0.082,0.191,0.666,0.252
1288,26115,0.066,0.035,0.054,0.183,0.663,0.284
1289,26117,0.028,0.137,0.167,0.21,0.458,0.375
1290,26119,0.044,0.071,0.126,0.186,0.574,0.301
1291,26121,0.084,0.045,0.1,0.16,0.611,0.289
1292,26123,0.099,0.121,0.027,0.3,0.454,0.52
1293,26125,0.028,0.027,0.049,0.169,0.727,0.224
1294,26127,0.074,0.033,0.114,0.163,0.616,0.27
1295,26129,0.061,0.117,0.106,0.259,0.458,0.437
1296,26131,0.025,0.086,0.123,0.265,0.501,0.376
1297,26133,0.07,0.073,0.089,0.238,0.531,0.381
1298,26135,0.057,0.073,0.096,0.181,0.593,0.311
1299,26137,0.06,0.068,0.097,0.172,0.602,0.3
1300,26139,0.042,0.057,0.12,0.251,0.531,0.35
1301,26141,0.02,0.04,0.143,0.223,0.575,0.283
1302,26143,0.012,0.037,0.097,0.217,0.637,0.266
1303,26145,0.031,0.073,0.082,0.197,0.616,0.301
1304,26147,0.051,0.069,0.046,0.194,0.64,0.314
1305,26149,0.048,0.079,0.197,0.189,0.488,0.316
1306,26151,0.078,0.112,0.077,0.21,0.522,0.4
1307,26153,0.041,0.021,0.14,0.187,0.611,0.249
1308,26155,0.116,0.046,0.065,0.297,0.475,0.459
1309,26157,0.091,0.05,0.078,0.246,0.536,0.387
1310,26159,0.025,0.068,0.137,0.183,0.587,0.276
1311,26161,0.019,0.022,0.046,0.18,0.733,0.221
1312,26163,0.046,0.032,0.075,0.156,0.69,0.234
1313,26165,0.036,0.056,0.077,0.171,0.659,0.263
1314,27001,0.187,0.115,0.075,0.247,0.375,0.549
1315,27003,0.054,0.078,0.132,0.245,0.492,0.377
1316,27005,0.052,0.28,0.175,0.24,0.252,0.569
1317,27007,0.094,0.155,0.225,0.185,0.34,0.434
1318,27009,0.084,0.139,0.209,0.147,0.42,0.37
1319,27011,0.256,0.121,0.185,0.146,0.292,0.523
1320,27013,0.065,0.078,0.146,0.276,0.435,0.419
1321,27015,0.101,0.061,0.251,0.265,0.322,0.427
1322,27017,0.058,0.054,0.09,0.329,0.469,0.441
1323,27019,0.024,0.128,0.183,0.296,0.368,0.448
1324,27021,0.105,0.127,0.107,0.235,0.426,0.467
1325,27023,0.108,0.106,0.244,0.224,0.318,0.438
1326,27025,0.064,0.104,0.165,0.253,0.414,0.421
1327,27027,0.092,0.121,0.138,0.23,0.419,0.443
1328,27029,0.065,0.21,0.203,0.172,0.351,0.447
1329,27031,0.184,0.02,0.038,0.257,0.5,0.461
1330,27033,0.216,0.045,0.262,0.215,0.263,0.476
1331,27035,0.147,0.112,0.081,0.249,0.411,0.508
1332,27037,0.072,0.076,0.129,0.236,0.488,0.384
1333,27039,0.035,0.096,0.071,0.325,0.473,0.456
1334,27041,0.099,0.178,0.148,0.225,0.35,0.502
1335,27043,0.078,0.158,0.163,0.261,0.34,0.497
1336,27045,0.026,0.102,0.099,0.29,0.483,0.418
1337,27047,0.135,0.085,0.206,0.283,0.291,0.503
1338,27049,0.03,0.039,0.138,0.28,0.513,0.349
1339,27051,0.11,0.137,0.193,0.165,0.396,0.412
1340,27053,0.021,0.044,0.096,0.243,0.596,0.308
1341,27055,0.072,0.08,0.086,0.283,0.478,0.435
1342,27057,0.078,0.15,0.164,0.227,0.38,0.455
1343,27059,0.104,0.099,0.215,0.14,0.442,0.343
1344,27061,0.162,0.142,0.151,0.209,0.336,0.513
1345,27063,0.325,0.024,0.14,0.171,0.34,0.52
1346,27065,0.223,0.148,0.137,0.146,0.346,0.517
1347,27067,0.109,0.107,0.182,0.29,0.312,0.506
1348,27069,0.068,0.168,0.221,0.251,0.292,0.487
1349,27071,0.159,0.183,0.087,0.255,0.316,0.569
1350,27073,0.184,0.096,0.248,0.179,0.293,0.459
1351,27075,0.087,0.033,0.075,0.341,0.464,0.461
1352,27077,0.091,0.171,0.176,0.249,0.313,0.511
1353,27079,0.055,0.168,0.147,0.254,0.377,0.477
1354,27081,0.11,0.078,0.203,0.292,0.317,0.48
1355,27083,0.134,0.075,0.242,0.21,0.339,0.419
1356,27085,0.061,0.176,0.193,0.383,0.186,0.569
1357,27087,0.07,0.279,0.083,0.185,0.382,0.534
1358,27089,0.078,0.152,0.221,0.234,0.315,0.464
1359,27091,0.18,0.115,0.134,0.205,0.366,0.5
1360,27093,0.072,0.144,0.094,0.323,0.367,0.539
1361,27095,0.224,0.122,0.159,0.146,0.349,0.492
1362,27097,0.14,0.126,0.121,0.24,0.373,0.506
1363,27099,0.071,0.107,0.113,0.262,0.448,0.44
1364,27101,0.131,0.071,0.224,0.27,0.303,0.472
1365,27103,0.063,0.085,0.164,0.296,0.392,0.444
1366,27105,0.244,0.078,0.18,0.215,0.284,0.537
1367,27107,0.122,0.154,0.109,0.186,0.428,0.462
1368,27109,0.023,0.101,0.057,0.333,0.485,0.457
1369,27111,0.078,0.182,0.278,0.17,0.291,0.43
1370,27113,0.081,0.197,0.211,0.205,0.306,0.483
1371,27115,0.178,0.143,0.074,0.242,0.364,0.563
1372,27117,0.088,0.182,0.132,0.281,0.317,0.551
1373,27119,0.104,0.208,0.197,0.196,0.295,0.508
1374,27121,0.139,0.147,0.103,0.216,0.395,0.502
1375,27123,0.044,0.046,0.086,0.259,0.564,0.349
1376,27125,0.095,0.241,0.194,0.184,0.286,0.52
1377,27127,0.081,0.123,0.248,0.255,0.293,0.459
1378,27129,0.05,0.136,0.193,0.374,0.247,0.56
1379,27131,0.089,0.038,0.117,0.301,0.454,0.428
1380,27133,0.095,0.22,0.11,0.247,0.328,0.562
1381,27135,0.077,0.151,0.211,0.234,0.327,0.462
1382,27137,0.095,0.052,0.098,0.297,0.457,0.444
1383,27139,0.021,0.057,0.12,0.319,0.482,0.397
1384,27141,0.064,0.175,0.175,0.239,0.346,0.478
1385,27143,0.04,0.175,0.172,0.38,0.233,0.569
1386,27145,0.082,0.142,0.187,0.174,0.415,0.398
1387,27147,0.074,0.062,0.144,0.354,0.365,0.49
1388,27149,0.169,0.126,0.117,0.192,0.397,0.487
1389,27151,0.17,0.113,0.152,0.212,0.353,0.495
1390,27153,0.097,0.198,0.146,0.196,0.363,0.491
1391,27155,0.196,0.139,0.16,0.11,0.395,0.445
1392,27157,0.041,0.085,0.129,0.318,0.427,0.444
1393,27159,0.061,0.211,0.157,0.203,0.367,0.475
1394,27161,0.074,0.048,0.117,0.332,0.429,0.454
1395,27163,0.044,0.088,0.103,0.262,0.503,0.394
1396,27165,0.149,0.053,0.225,0.221,0.352,0.423
1397,27167,0.166,0.148,0.239,0.096,0.352,0.41
1398,27169,0.029,0.151,0.057,0.328,0.435,0.508
1399,27171,0.083,0.109,0.162,0.259,0.387,0.451
1400,27173,0.122,0.096,0.254,0.202,0.326,0.42
1401,28001,0.113,0.112,0.131,0.084,0.56,0.309
1402,28003,0.069,0.131,0.15,0.222,0.428,0.422
1403,28005,0.11,0.092,0.122,0.204,0.473,0.406
1404,28007,0.065,0.104,0.092,0.139,0.601,0.308
1405,28009,0.018,0.014,0.246,0.233,0.489,0.265
1406,28011,0.123,0.046,0.127,0.249,0.456,0.418
1407,28013,0.074,0.161,0.092,0.179,0.494,0.414
1408,28015,0.08,0.144,0.119,0.12,0.537,0.344
1409,28017,0.07,0.134,0.088,0.182,0.525,0.386
1410,28019,0.035,0.094,0.064,0.219,0.588,0.348
1411,28021,0.038,0.061,0.088,0.214,0.598,0.313
1412,28023,0.044,0.021,0.133,0.205,0.597,0.27
1413,28025,0.029,0.082,0.098,0.214,0.577,0.325
1414,28027,0.038,0.056,0.118,0.33,0.459,0.424
1415,28029,0.073,0.084,0.134,0.157,0.552,0.314
1416,28031,0.11,0.105,0.085,0.193,0.506,0.408
1417,28033,0.055,0.078,0.088,0.236,0.543,0.369
1418,28035,0.072,0.042,0.091,0.267,0.527,0.381
1419,28037,0.087,0.112,0.154,0.138,0.509,0.337
1420,28039,0.037,0.102,0.088,0.346,0.428,0.485
1421,28041,0.015,0.112,0.07,0.262,0.541,0.389
1422,28043,0.056,0.135,0.133,0.189,0.486,0.38
1423,28045,0.063,0.09,0.089,0.254,0.503,0.407
1424,28047,0.093,0.071,0.142,0.237,0.457,0.401
1425,28049,0.019,0.096,0.115,0.183,0.588,0.298
